"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"AEBP2"	3.6733609954052e-31	0.803933145656367	0.636	0.428	8.72092633919148e-27	"Pericytes"	"AEBP2"
"ARHGAP44"	4.9362326172029e-31	0.781939349042635	0.503	0.154	1.17191098565014e-26	"Pericytes"	"ARHGAP44"
"SNRK.2"	1.12392084790017e-30	0.708144822000341	0.593	0.275	2.66830048499979e-26	"Pericytes"	"SNRK"
"FLNB.5"	1.3786482637844e-30	-0.965362954795393	0.284	0.642	3.27304884305055e-26	"Pericytes"	"FLNB"
"NAALADL2.6"	1.66199624127857e-30	-1.22101728625317	0.614	0.793	3.94574527641945e-26	"Pericytes"	"NAALADL2"
"SMOC2"	1.89576830267536e-30	1.13559217550104	0.633	0.281	4.50074352738157e-26	"Pericytes"	"SMOC2"
"RUNX1T1.3"	3.87305747874202e-30	1.35700333986138	0.707	0.139	9.19502576028142e-26	"Pericytes"	"RUNX1T1"
"RSU1.2"	4.31223876124749e-30	0.758469772214186	0.664	0.316	1.02376860430777e-25	"Pericytes"	"RSU1"
"C1QTNF3-AMACR.6"	5.24240612767114e-30	-0.888198766246658	0.284	0.589	1.24459963877041e-25	"Pericytes"	"C1QTNF3-AMACR"
"TMTC2.3"	1.6666829374608e-29	-0.941034426055807	0.194	0.548	3.95687196182569e-25	"Pericytes"	"TMTC2"
"FOXP1.4"	2.30750211499964e-29	-0.895406951752884	0.87	0.939	5.47824077122064e-25	"Pericytes"	"FOXP1"
"GTDC1.2"	2.77629302637361e-29	0.782278714924316	0.63	0.317	6.59119727391358e-25	"Pericytes"	"GTDC1"
"FLNA.1"	3.12257456152116e-29	0.858189387915937	0.531	0.255	7.41330426650739e-25	"Pericytes"	"FLNA"
"LAMC1.3"	4.95864608927083e-29	0.784964012556221	0.707	0.338	1.17723216805379e-24	"Pericytes"	"LAMC1"
"ITPR2.5"	5.12685365282813e-29	-0.99090344585014	0.528	0.737	1.21716632571793e-24	"Pericytes"	"ITPR2"
"KCNMA1.6"	6.2576550382074e-29	-1.28859450554943	0.253	0.596	1.48562988262082e-24	"Pericytes"	"KCNMA1"
"TRAPPC9.4"	6.76543267920944e-29	-0.824677620490552	0.485	0.743	1.60618137237111e-24	"Pericytes"	"TRAPPC9"
"PRRX1.1"	1.20585420044172e-28	1.63001621778466	0.846	0.158	2.86281845726868e-24	"Pericytes"	"PRRX1"
"ARHGEF3.5"	1.80800151686564e-28	-0.895077933523186	0.318	0.64	4.29237640119071e-24	"Pericytes"	"ARHGEF3"
"GUCY1A1"	3.01442681043988e-28	1.17536146157403	0.713	0.176	7.15655069066532e-24	"Pericytes"	"GUCY1A1"
"FAM214A.5"	3.55286614689366e-28	-0.866021585357652	0.389	0.618	8.43485951934023e-24	"Pericytes"	"FAM214A"
"MYLK"	3.94866084109138e-28	1.09223355091599	0.627	0.129	9.37451570283505e-24	"Pericytes"	"MYLK"
"CYP7B1.1"	5.21587571277408e-28	1.16904852173874	0.614	0.168	1.23830105296969e-23	"Pericytes"	"CYP7B1"
"AKT3.4"	5.5937703434357e-28	1.19201399813118	0.867	0.297	1.32801701723507e-23	"Pericytes"	"AKT3"
"CYTOR"	1.0911928185641e-27	0.883860418732743	0.627	0.3	2.59060087055303e-23	"Pericytes"	"CYTOR"
"SDC2"	1.55028091112472e-27	0.949226121609353	0.512	0.16	3.6805219111012e-23	"Pericytes"	"SDC2"
"PLCL1"	1.9671057569966e-27	1.3104166337932	0.704	0.261	4.67010577768563e-23	"Pericytes"	"PLCL1"
"MCU.1"	2.9618769788057e-27	0.722870094674333	0.636	0.384	7.03179213538262e-23	"Pericytes"	"MCU"
"TPM1.6"	4.37455950526284e-27	1.02998606081974	0.843	0.506	1.03856417214445e-22	"Pericytes"	"TPM1"
"PHLDB2.1"	4.63553195152713e-27	1.12837548822528	0.741	0.286	1.10052164061206e-22	"Pericytes"	"PHLDB2"
"IKBKB.4"	5.79098012716862e-27	-0.749878930866172	0.318	0.574	1.3748365919911e-22	"Pericytes"	"IKBKB"
"NFIC.4"	7.06667514196895e-27	-0.703717970368767	0.481	0.693	1.67769934545485e-22	"Pericytes"	"NFIC"
"TRAK1"	8.1884566014478e-27	0.657248506978833	0.756	0.479	1.94402148174972e-22	"Pericytes"	"TRAK1"
"SH3RF3.3"	2.25372392656018e-26	1.16441994423412	0.571	0.153	5.35056597404651e-22	"Pericytes"	"SH3RF3"
"KLF12.2"	2.51503268374924e-26	0.805283245285131	0.71	0.346	5.97093909448908e-22	"Pericytes"	"KLF12"
"CRTC3"	3.11333565240597e-26	0.647143446677482	0.694	0.47	7.39137017237702e-22	"Pericytes"	"CRTC3"
"SOX5.1"	5.86584020764706e-26	2.03639970069567	0.963	0.304	1.39260912369749e-21	"Pericytes"	"SOX5"
"MT-CO1.7"	9.56386068997319e-26	-1.25862640015832	0.534	0.617	2.27055616640654e-21	"Pericytes"	"MT-CO1"
"UBE2E2.4"	1.06664521614365e-25	1.13629589971993	0.883	0.459	2.53232240764664e-21	"Pericytes"	"UBE2E2"
"MYO6.6"	1.41335499658913e-25	-0.851517269154053	0.463	0.662	3.35544609740224e-21	"Pericytes"	"MYO6"
"UBA2.1"	1.47485942795028e-25	0.602800570054866	0.58	0.357	3.50146376789677e-21	"Pericytes"	"UBA2"
"PKP4.6"	3.24220178227894e-25	-0.816611859891645	0.426	0.661	7.69731125130842e-21	"Pericytes"	"PKP4"
"SPTBN1.2"	3.65191341079229e-25	0.756493128656921	0.735	0.424	8.67000762856197e-21	"Pericytes"	"SPTBN1"
"PHLDB1.2"	4.19959829348149e-25	0.712122592014779	0.648	0.226	9.9702663085544e-21	"Pericytes"	"PHLDB1"
"DOCK10.2"	4.29376617480865e-25	1.01287450276655	0.775	0.335	1.01938302756132e-20	"Pericytes"	"DOCK10"
"GOLGA4.2"	7.91581786420801e-25	-0.71442754792094	0.614	0.787	1.87929431914162e-20	"Pericytes"	"GOLGA4"
"PPP3CC.1"	1.09578973379902e-24	0.644284846918752	0.614	0.354	2.60151440701225e-20	"Pericytes"	"PPP3CC"
"MIR29B2CHG.5"	1.32520107080286e-24	-0.762384527290922	0.321	0.582	3.14615986219307e-20	"Pericytes"	"MIR29B2CHG"
"DDR2.2"	1.41425290977791e-24	0.778294144132598	0.546	0.193	3.35757783310373e-20	"Pericytes"	"DDR2"
"COL6A2.1"	3.63078060406908e-24	1.04215160930637	0.744	0.224	8.6198362321204e-20	"Pericytes"	"COL6A2"
"TTC7B.1"	1.20298286927317e-23	0.57222422869776	0.515	0.175	2.85600162994142e-19	"Pericytes"	"TTC7B"
"VIM.3"	1.27881579806109e-23	0.848635584658485	0.531	0.246	3.03603658617683e-19	"Pericytes"	"VIM"
"DTNB.4"	2.1450010081732e-23	-0.774410957635743	0.33	0.582	5.09244689350399e-19	"Pericytes"	"DTNB"
"ATP2B4.1"	2.6556406894441e-23	0.748065502445054	0.664	0.384	6.30475656080924e-19	"Pericytes"	"ATP2B4"
"AOPEP.3"	2.84987504114185e-23	0.766394249095246	0.833	0.624	6.76588833517486e-19	"Pericytes"	"AOPEP"
"TTC3.3"	3.35293848595633e-23	-0.724907475905552	0.571	0.747	7.96021125950892e-19	"Pericytes"	"TTC3"
"PICALM.4"	3.46909025594655e-23	0.749017235966025	0.855	0.639	8.2359671766427e-19	"Pericytes"	"PICALM"
"MBNL1.5"	4.00092847202328e-23	0.826243581686064	0.954	0.764	9.49860428543048e-19	"Pericytes"	"MBNL1"
"PTK2.3"	4.19501012378975e-23	0.646599801254565	0.957	0.796	9.95937353488925e-19	"Pericytes"	"PTK2"
"ZNF91.5"	4.80183793764036e-23	-0.694866637392417	0.469	0.635	1.1400043447752e-18	"Pericytes"	"ZNF91"
"CADPS2.5"	6.98741074946067e-23	-0.889212407752571	0.432	0.643	1.65888118602946e-18	"Pericytes"	"CADPS2"
"BRWD1.5"	7.1293216845172e-23	-0.7814919946655	0.574	0.701	1.69257226112123e-18	"Pericytes"	"BRWD1"
"MT-CO2.7"	9.38445737200839e-23	-1.20526460020602	0.552	0.617	2.22796402468851e-18	"Pericytes"	"MT-CO2"
"CACNA2D1.2"	9.64879632868219e-23	0.996983188535152	0.765	0.268	2.29072073639244e-18	"Pericytes"	"CACNA2D1"
"GLI3.5"	1.40148161590801e-22	-0.892391530024469	0.528	0.659	3.32725750432719e-18	"Pericytes"	"GLI3"
"ERGIC1.5"	1.88654420856685e-22	-0.67405687236834	0.324	0.542	4.47884460555856e-18	"Pericytes"	"ERGIC1"
"CSAD.6"	1.95839017882484e-22	-0.663225145145471	0.256	0.514	4.64941412354805e-18	"Pericytes"	"CSAD"
"GLS.3"	2.41504666906371e-22	0.793850106470635	0.673	0.378	5.73356229702416e-18	"Pericytes"	"GLS"
"SESTD1.3"	4.39530492621612e-22	-0.710114871707241	0.269	0.546	1.04348934253297e-17	"Pericytes"	"SESTD1"
"VCL.2"	9.32014419047886e-22	0.833570139901079	0.762	0.442	2.21269543226159e-17	"Pericytes"	"VCL"
"LAMA3"	1.10334052763572e-21	0.879062437910604	0.552	0.253	2.61944074665996e-17	"Pericytes"	"LAMA3"
"SH3KBP1.3"	1.629167293514e-21	0.807970053031077	0.596	0.243	3.86780607153159e-17	"Pericytes"	"SH3KBP1"
"INPP4B.6"	1.63901033995303e-21	0.95249430736182	0.898	0.62	3.89117444808249e-17	"Pericytes"	"INPP4B"
"PPP1R12B.3"	1.7455158846815e-21	0.72922574475604	0.762	0.571	4.14402926182236e-17	"Pericytes"	"PPP1R12B"
"ACACA.5"	1.74578631618006e-21	-0.74340791704287	0.485	0.672	4.14467129324309e-17	"Pericytes"	"ACACA"
"RBMS1.4"	2.06992016145695e-21	0.809749733301778	0.775	0.483	4.91419745531494e-17	"Pericytes"	"RBMS1"
"MT-CO3.7"	2.9645340388499e-21	-1.22775313610781	0.617	0.723	7.03810026163354e-17	"Pericytes"	"MT-CO3"
"PRKAG2.3"	4.35734377658879e-21	-0.652703050371304	0.306	0.52	1.03447698599995e-16	"Pericytes"	"PRKAG2"
"RNF213.5"	6.76044600504556e-21	-0.878732015156035	0.608	0.697	1.60499748605787e-16	"Pericytes"	"RNF213"
"AKAP9.1"	1.13523758136396e-20	-0.602462342250205	0.586	0.738	2.69516754191618e-16	"Pericytes"	"AKAP9"
"KALRN.2"	1.31875278683016e-20	0.841305824376381	0.608	0.244	3.13085099121349e-16	"Pericytes"	"KALRN"
"NHS.2"	1.70709888320189e-20	1.04878777559571	0.735	0.291	4.0528234586096e-16	"Pericytes"	"NHS"
"DIP2B.2"	2.30413035195269e-20	-0.656200386897411	0.448	0.665	5.47023586857088e-16	"Pericytes"	"DIP2B"
"RERE.4"	2.56173154403636e-20	-0.670266314171706	0.855	0.891	6.08180685869672e-16	"Pericytes"	"RERE"
"PRR16"	2.57271276818998e-20	1.1496878413018	0.571	0.116	6.10787738295984e-16	"Pericytes"	"PRR16"
"TMEM241.6"	3.81108339810418e-20	-0.673234306352836	0.275	0.538	9.04789309543913e-16	"Pericytes"	"TMEM241"
"MAP4K4.3"	7.09036323572766e-20	0.77173459613759	0.778	0.399	1.6833231357941e-15	"Pericytes"	"MAP4K4"
"MGP.6"	1.20502947833261e-19	-0.998511616712945	0.435	0.518	2.86086048450946e-15	"Pericytes"	"MGP"
"REV3L.2"	1.64912126425318e-19	0.589173442053536	0.71	0.511	3.91517879346347e-15	"Pericytes"	"REV3L"
"CAMK2D.4"	1.75090299760642e-19	0.820709927984285	0.772	0.399	4.1568188066174e-15	"Pericytes"	"CAMK2D"
"PPP3CA.6"	2.76775869458838e-19	-0.936251149582585	0.611	0.706	6.57093591682227e-15	"Pericytes"	"PPP3CA"
"MYH9.3"	3.09308264620689e-19	0.648973572073513	0.858	0.608	7.34328751035978e-15	"Pericytes"	"MYH9"
"LAMA4.3"	3.9925326404417e-19	1.3163290868009	0.735	0.15	9.47867174167265e-15	"Pericytes"	"LAMA4"
"FTH1.6"	4.99812710357634e-19	-0.818662371130014	0.401	0.557	1.18660535566006e-14	"Pericytes"	"FTH1"
"NSMCE2.3"	7.67868391114563e-19	-0.641897378306803	0.623	0.78	1.82299634734508e-14	"Pericytes"	"NSMCE2"
"NHSL2"	8.98077164384147e-19	0.680749265844986	0.549	0.283	2.1321249959644e-14	"Pericytes"	"NHSL2"
"NCKAP5.6"	9.20485835675566e-19	0.962210713979506	0.685	0.568	2.18532542247736e-14	"Pericytes"	"NCKAP5"
"NRP1.5"	1.27147766309813e-18	1.05884319141565	0.796	0.271	3.01861511996128e-14	"Pericytes"	"NRP1"
"RAPGEF2.1"	1.86142612560071e-18	0.566079077481437	0.673	0.433	4.41921176478865e-14	"Pericytes"	"RAPGEF2"
"RAD9A.6"	1.90614308136415e-18	-0.597130605796917	0.33	0.537	4.52537428946663e-14	"Pericytes"	"RAD9A"
"FHIT.5"	2.4469710487982e-18	-0.879676410997797	0.407	0.694	5.8093539669518e-14	"Pericytes"	"FHIT"
"NFIA.4"	2.77605906485588e-18	-0.835782377295743	0.778	0.824	6.59064182587434e-14	"Pericytes"	"NFIA"
"DMD.2"	3.252504858874e-18	1.97116088139486	0.765	0.146	7.72177178545276e-14	"Pericytes"	"DMD"
"GPATCH2.4"	3.57151140558124e-18	-0.669953600443161	0.426	0.609	8.47912522799043e-14	"Pericytes"	"GPATCH2"
"SPARC.2"	4.79541237311162e-18	0.922202470833675	0.753	0.319	1.13847885150043e-13	"Pericytes"	"SPARC"
"ARFGEF2.2"	4.87799903798335e-18	-0.545226013768354	0.407	0.596	1.15808575160763e-13	"Pericytes"	"ARFGEF2"
"MORF4L2.5"	5.08617448379486e-18	-0.612172530528322	0.312	0.525	1.20750868419774e-13	"Pericytes"	"MORF4L2"
"SMYD3.5"	6.90078575985793e-18	-0.763052190615772	0.821	0.816	1.63831554724787e-13	"Pericytes"	"SMYD3"
"SLC4A7.2"	8.56111337748799e-18	-0.644263368383788	0.367	0.534	2.03249392694942e-13	"Pericytes"	"SLC4A7"
"MCC.3"	1.32288545537922e-17	-0.704257250079047	0.324	0.575	3.14066235961581e-13	"Pericytes"	"MCC"
"KLHL29"	1.43619100701125e-17	1.09431104359891	0.509	0.102	3.40966106974541e-13	"Pericytes"	"KLHL29"
"NMD3"	1.5951215208518e-17	0.529833967909566	0.512	0.301	3.78697800265425e-13	"Pericytes"	"NMD3"
"ZKSCAN1.5"	2.06641236064887e-17	-0.587420405192425	0.398	0.589	4.90586958541649e-13	"Pericytes"	"ZKSCAN1"
"KIF16B.5"	2.13072957921114e-17	-0.607891871023353	0.389	0.555	5.05856509400516e-13	"Pericytes"	"KIF16B"
"CERS6.5"	2.20222951656661e-17	-0.675099770163364	0.556	0.694	5.22831309528078e-13	"Pericytes"	"CERS6"
"ZNF586.4"	2.38970078816135e-17	-0.545890474502589	0.333	0.544	5.67338864117387e-13	"Pericytes"	"ZNF586"
"ELOVL5.7"	2.5790226860167e-17	-0.709235548849077	0.392	0.508	6.12285775887226e-13	"Pericytes"	"ELOVL5"
"NR3C1.4"	2.68928368581078e-17	0.713660720847175	0.719	0.366	6.38462839848336e-13	"Pericytes"	"NR3C1"
"PARD3B.4"	3.13307585847344e-17	0.741137174395624	0.883	0.644	7.43823539560179e-13	"Pericytes"	"PARD3B"
"ACTN4.1"	3.59236404297921e-17	0.595112811608745	0.731	0.574	8.52863147443695e-13	"Pericytes"	"ACTN4"
"DAP3.4"	4.35124447366423e-17	-0.563743670968164	0.324	0.541	1.03302895049262e-12	"Pericytes"	"DAP3"
"SMIM14.5"	5.77635972854892e-17	-0.592126222219188	0.309	0.536	1.3713655631548e-12	"Pericytes"	"SMIM14"
"KDM5B.3"	6.5912526639622e-17	-0.556799700662694	0.306	0.514	1.56482929495127e-12	"Pericytes"	"KDM5B"
"CLMN.2"	7.58253252062332e-17	0.736034201783625	0.71	0.459	1.80016904572118e-12	"Pericytes"	"CLMN"
"CSNK1A1.3"	8.19385231175737e-17	-0.612670299535187	0.664	0.792	1.94530247733432e-12	"Pericytes"	"CSNK1A1"
"PLXDC2.5"	1.0301413184813e-16	-1.07230573961254	0.463	0.551	2.44565850420646e-12	"Pericytes"	"PLXDC2"
"CD46.4"	1.27262693828961e-16	-0.543376039826369	0.423	0.569	3.02134361419337e-12	"Pericytes"	"CD46"
"TCF4.3"	1.47081673764438e-16	1.00302171595881	0.809	0.283	3.49186601684152e-12	"Pericytes"	"TCF4"
"ATP10A.1"	1.9939410376992e-16	0.789683933971978	0.534	0.274	4.73381541760168e-12	"Pericytes"	"ATP10A"
"FERMT2.2"	2.0424129697119e-16	0.66333293474701	0.571	0.219	4.84889263139302e-12	"Pericytes"	"FERMT2"
"RCOR3.5"	3.0188225648023e-16	-0.559836931271724	0.355	0.561	7.16698665109713e-12	"Pericytes"	"RCOR3"
"MAML2.7"	3.39083552433375e-16	1.12418037781275	0.923	0.446	8.05018261832077e-12	"Pericytes"	"MAML2"
"HNRNPC"	3.61520385860858e-16	-0.507001647434518	0.614	0.754	8.58285548072263e-12	"Pericytes"	"HNRNPC"
"ADAMTS12.2"	6.38594321638971e-16	1.20994483879395	0.59	0.146	1.51608677900308e-11	"Pericytes"	"ADAMTS12"
"BCL2.5"	9.40212330636064e-16	-0.738882775228649	0.58	0.718	2.23215809416308e-11	"Pericytes"	"BCL2"
"SORBS1.2"	1.06133785456657e-15	1.00331894538134	0.623	0.372	2.51972220052649e-11	"Pericytes"	"SORBS1"
"FER.3"	1.11760870797717e-15	0.591184533372771	0.719	0.453	2.65331483360861e-11	"Pericytes"	"FER"
"ULK4.3"	1.26068838829296e-15	-0.558630400865889	0.333	0.571	2.99300030264631e-11	"Pericytes"	"ULK4"
"ZMIZ1.1"	1.86459636528142e-15	-0.537680320328299	0.299	0.508	4.42673823081462e-11	"Pericytes"	"ZMIZ1"
"TMEM131L.2"	2.07339463751696e-15	0.603495473093576	0.559	0.341	4.92244620892902e-11	"Pericytes"	"TMEM131L"
"NTN4.7"	3.02519522641508e-15	-0.917458456812498	0.435	0.551	7.18211598703205e-11	"Pericytes"	"NTN4"
"SND1.1"	3.67448996453788e-15	-0.524086930940992	0.512	0.682	8.72360662480937e-11	"Pericytes"	"SND1"
"RORA.3"	3.84715558203752e-15	-0.701255246882713	0.867	0.868	9.13353206731527e-11	"Pericytes"	"RORA"
"FNBP1L.2"	6.12760397325575e-15	-0.538800481206518	0.278	0.501	1.45475445929065e-10	"Pericytes"	"FNBP1L"
"PIP5K1A.4"	6.52879938354898e-15	-0.547050717795364	0.488	0.626	1.55000226164836e-10	"Pericytes"	"PIP5K1A"
"FILIP1L"	7.90326815760578e-15	0.599324808386339	0.549	0.288	1.87631489329719e-10	"Pericytes"	"FILIP1L"
"EPB41L2.4"	1.05334747745783e-14	0.68473942949837	0.688	0.292	2.50075224623264e-10	"Pericytes"	"EPB41L2"
"COL14A1.1"	1.12612805126374e-14	0.992510797220134	0.543	0.117	2.67354060650526e-10	"Pericytes"	"COL14A1"
"LARGE1.2"	1.37456589475339e-14	0.626659466796762	0.836	0.601	3.26335689073402e-10	"Pericytes"	"LARGE1"
"TULP4.3"	1.4739449913661e-14	-0.537860924417918	0.549	0.673	3.49929280400225e-10	"Pericytes"	"TULP4"
"GSN.5"	2.27036527848935e-14	0.567308836584286	0.688	0.387	5.39007420766156e-10	"Pericytes"	"GSN"
"ENSA.6"	3.48385493643355e-14	-0.563501089892148	0.377	0.569	8.2710200045869e-10	"Pericytes"	"ENSA"
"C11orf49.5"	4.37864860675961e-14	-0.532160708511174	0.404	0.584	1.0395349657308e-09	"Pericytes"	"C11orf49"
"OTUD7B.4"	4.47853083309899e-14	-0.501999870296409	0.358	0.503	1.06324800508603e-09	"Pericytes"	"OTUD7B"
"ARHGAP35.4"	6.79833390055712e-14	-0.501093941292797	0.398	0.523	1.61399245133127e-09	"Pericytes"	"ARHGAP35"
"RALGPS2.6"	1.25468600547393e-13	-0.664806346843138	0.364	0.555	2.97875004559566e-09	"Pericytes"	"RALGPS2"
"MAP3K20.1"	1.52199489949539e-13	0.594591262260364	0.694	0.457	3.61336809089201e-09	"Pericytes"	"MAP3K20"
"CEP112.3"	1.54220061718993e-13	0.637641676677814	0.546	0.213	3.66133848527061e-09	"Pericytes"	"CEP112"
"NAV3.5"	1.55700374840555e-13	-0.920628596251819	0.259	0.51	3.69648259908961e-09	"Pericytes"	"NAV3"
"THRB.5"	1.60209972269279e-13	-0.603707493522936	0.324	0.532	3.80354495164496e-09	"Pericytes"	"THRB"
"DLG1.3"	2.47902405043751e-13	-0.514211498032985	0.645	0.708	5.8854509981437e-09	"Pericytes"	"DLG1"
"SGIP1.1"	2.53186147178176e-13	0.961696817818519	0.543	0.125	6.01089232015708e-09	"Pericytes"	"SGIP1"
"KLF7.2"	2.65694058941544e-13	0.528225366065708	0.543	0.253	6.30784265333121e-09	"Pericytes"	"KLF7"
"ZNF609"	2.97355304266797e-13	-0.523919419923759	0.627	0.762	7.05951227859803e-09	"Pericytes"	"ZNF609"
"TTC28.5"	3.85552617212118e-13	0.602797263450824	0.799	0.554	9.15340468523289e-09	"Pericytes"	"TTC28"
"MAP3K1.4"	4.12114932722265e-13	-0.576115041211004	0.404	0.537	9.7840206177593e-09	"Pericytes"	"MAP3K1"
"NSD3.4"	4.62188982147924e-13	-0.531730309578175	0.546	0.623	1.09728286251739e-08	"Pericytes"	"NSD3"
"ZEB1.3"	5.56808986735395e-13	0.954908986215234	0.765	0.262	1.3219202154085e-08	"Pericytes"	"ZEB1"
"FBXL7.5"	6.65785377807922e-13	-0.881569703817083	0.765	0.689	1.58064106545379e-08	"Pericytes"	"FBXL7"
"SNTB1"	6.8410548361929e-13	0.717711646449633	0.525	0.159	1.62413482866056e-08	"Pericytes"	"SNTB1"
"CENPP.6"	9.16307771643711e-13	-0.752722559526169	0.373	0.512	2.17540628065933e-08	"Pericytes"	"CENPP"
"SRPK2.3"	1.23490985562753e-12	-0.519756341956579	0.679	0.795	2.93179948824533e-08	"Pericytes"	"SRPK2"
"EHMT1.4"	2.11034964990081e-12	-0.519233554766416	0.639	0.736	5.01018110382952e-08	"Pericytes"	"EHMT1"
"CACNB2"	4.33418018682736e-12	1.10155144355238	0.62	0.216	1.02897771815468e-07	"Pericytes"	"CACNB2"
"PRKN.3"	5.17633165328386e-12	0.695052026204099	0.667	0.415	1.22891289780612e-07	"Pericytes"	"PRKN"
"NCALD"	9.12579808962827e-12	0.671449342234629	0.614	0.285	2.16655572445865e-07	"Pericytes"	"NCALD"
"MYO1E.4"	1.16478058714805e-11	0.703823767900792	0.602	0.392	2.76530559194819e-07	"Pericytes"	"MYO1E"
"TIMP3.3"	1.33618332959681e-11	1.17353273159452	0.667	0.243	3.17223284279579e-07	"Pericytes"	"TIMP3"
"ANTXR1.1"	2.51343301322807e-11	0.770120464995214	0.657	0.264	5.96714131670475e-07	"Pericytes"	"ANTXR1"
"IGF1R.6"	2.94572788903339e-11	-0.613644103879905	0.765	0.778	6.99345258135418e-07	"Pericytes"	"IGF1R"
"BICD1.3"	3.94891701828047e-11	0.605523765651863	0.608	0.307	9.37512389309965e-07	"Pericytes"	"BICD1"
"PMEPA1"	4.63282603487666e-11	0.516637659014493	0.583	0.34	1.09987922894007e-06	"Pericytes"	"PMEPA1"
"ARHGAP15.2"	1.02829083248157e-10	0.948478421976195	0.623	0.181	2.4412652653945e-06	"Pericytes"	"ARHGAP15"
"SASH1.2"	1.34323840355037e-10	0.589583895785562	0.546	0.395	3.18898229386893e-06	"Pericytes"	"SASH1"
"SYNE2.5"	1.3595706670534e-10	0.526690569414315	0.731	0.513	3.22775672065147e-06	"Pericytes"	"SYNE2"
"MT-ATP6.7"	1.44210814480037e-10	-0.867127286520888	0.441	0.529	3.42370894657056e-06	"Pericytes"	"MT-ATP6"
"ANO1"	1.96731379905048e-10	0.591832077787137	0.559	0.232	4.67059969032574e-06	"Pericytes"	"ANO1"
"JAZF1.2"	2.12702185496076e-10	0.533563688911951	0.556	0.409	5.04976258586235e-06	"Pericytes"	"JAZF1"
"FRS2.3"	2.28218650383198e-10	-0.544109018746795	0.46	0.549	5.41813897874749e-06	"Pericytes"	"FRS2"
"MAP3K5.2"	2.55185275794808e-10	0.509727794360315	0.713	0.411	6.05835363264453e-06	"Pericytes"	"MAP3K5"
"TCF7L1.1"	2.61471530583636e-10	0.621461106325076	0.605	0.281	6.2075956075861e-06	"Pericytes"	"TCF7L1"
"DLG2.2"	4.60572017504342e-10	0.692134460342929	0.522	0.356	1.09344402675706e-05	"Pericytes"	"DLG2"
"PARD3.4"	6.52995343472494e-10	0.502011437790543	0.895	0.731	1.55027624493805e-05	"Pericytes"	"PARD3"
"SPATS2L.1"	8.01008109275816e-10	0.509605446962127	0.58	0.296	1.90167335223171e-05	"Pericytes"	"SPATS2L"
"OXR1"	1.29872118413928e-09	0.52170526885276	0.62	0.445	3.08329396326507e-05	"Pericytes"	"OXR1"
"SH3BGRL.5"	1.54634496316214e-09	-0.54991600261627	0.438	0.554	3.67117757704324e-05	"Pericytes"	"SH3BGRL"
"MEIS2.2"	1.58395386621108e-09	0.659160189125721	0.509	0.216	3.76046487377174e-05	"Pericytes"	"MEIS2"
"BACH1.1"	7.93283250144535e-09	0.638755519215287	0.688	0.363	0.000188333376416814	"Pericytes"	"BACH1"
"LDB2.2"	2.41589601978297e-08	0.773654712378974	0.664	0.172	0.000573557874056676	"Pericytes"	"LDB2"
"RAD51B.4"	7.93667260198536e-08	-0.51448837804323	0.562	0.73	0.00188424544243735	"Pericytes"	"RAD51B"
"ARID5B.2"	8.19941286509161e-08	0.536784895285428	0.735	0.474	0.0019466226083014	"Pericytes"	"ARID5B"
"PLPP1.3"	1.03292284372009e-07	0.621957398972049	0.549	0.295	0.00245226212327587	"Pericytes"	"PLPP1"
"SEPTIN11.2"	2.42448978282992e-07	0.500893475419174	0.549	0.302	0.00575598119341651	"Pericytes"	"SEPTIN11"
"ARHGAP26.3"	2.79000608815061e-06	0.513944694890451	0.546	0.386	0.0662375345387837	"Pericytes"	"ARHGAP26"
"COL3A1.2"	7.2464635803094e-06	0.635718681011394	0.769	0.414	0.172038291860126	"Pericytes"	"COL3A1"
"ARHGAP24.3"	1.19656687377945e-05	0.64017500482355	0.546	0.254	0.284076941503979	"Pericytes"	"ARHGAP24"
"NFIB.4"	3.23808290921548e-05	0.614635845749884	0.685	0.339	0.768753263476846	"Pericytes"	"NFIB"
"COL6A3.1"	3.89930968850637e-05	0.649408997513711	0.617	0.223	0.925735113148297	"Pericytes"	"COL6A3"
"COL1A2.2"	4.22265421340103e-05	0.618302549113749	0.833	0.453	1	"Pericytes"	"COL1A2"
"COL5A1.1"	4.93440788151305e-05	0.505987782188578	0.522	0.207	1	"Pericytes"	"COL5A1"
"COL1A1.7"	7.10966277985995e-05	0.560511253988252	0.772	0.501	1	"Pericytes"	"COL1A1"
"COL5A2.2"	9.51796344319277e-05	0.704965999399257	0.796	0.277	1	"Pericytes"	"COL5A2"
"MIR99AHG.3"	0.00589791448752002	0.552185091484557	0.602	0.259	1	"Pericytes"	"MIR99AHG"
"SEL1L3"	0	2.37809380311883	0.904	0.071	0	"B cells"	"SEL1L3"
"TRPS1.7"	0	-4.54151727239558	0.416	0.942	0	"B cells"	"TRPS1"
"PLCG2.2"	5.92125869385414e-301	2.11712032752683	0.898	0.105	1.40576602650791e-296	"B cells"	"PLCG2"
"BANK1"	2.08689432421867e-213	2.98183335041064	0.601	0.039	4.95449581512754e-209	"B cells"	"BANK1"
"ERBB4.7"	2.89429365764001e-203	-4.41682670629255	0.145	0.779	6.87134257260316e-199	"B cells"	"ERBB4"
"ANKRD30A.8"	8.88424758689761e-194	-4.44735954208614	0.231	0.735	2.10920921960536e-189	"B cells"	"ANKRD30A"
